2023-05-17 16:01:04,>>>Comprando 1.0 de WINM23 preço 110335.0 com tp 112835.0 e sl 109335.0
2023-05-17 16:04:08,Cima
2023-05-17 16:04:18,>>>Comprando 1.0 de WINM23 preço 110430.0 com tp 112930.0 e sl 109430.0
2023-05-17 16:14:45,sair da compra
2023-05-17 16:14:45,>>>Vendendo 1.0 de WINM23 preço 110390.0 com tp 107890.0 e sl 111390.0
2023-05-17 16:16:42,Cima
2023-05-17 16:16:52,>>>Comprando 1.0 de WINM23 preço 110435.0 com tp 112935.0 e sl 109435.0
2023-05-17 16:18:59,sair da compra
2023-05-17 16:18:59,>>>Vendendo 1.0 de WINM23 preço 110420.0 com tp 107920.0 e sl 111420.0
2023-05-17 16:19:05,Cima
2023-05-17 16:19:15,>>>Comprando 1.0 de WINM23 preço 110430.0 com tp 112930.0 e sl 109430.0
2023-05-17 16:19:18,sair da compra
2023-05-17 16:19:18,>>>Vendendo 1.0 de WINM23 preço 110425.0 com tp 107925.0 e sl 111425.0
2023-05-17 16:19:21,Baixo
2023-05-17 16:19:31,>>>Vendendo 1.0 de WINM23 preço 110410.0 com tp 107910.0 e sl 111410.0
2023-05-17 16:28:30,sair da venda
2023-05-17 16:28:30,>>>Comprando 1.0 de WINM23 preço 110410.0 com tp 112910.0 e sl 109410.0
2023-05-17 16:29:09,Baixo
2023-05-17 16:29:19,>>>Vendendo 1.0 de WINM23 preço 110350.0 com tp 107850.0 e sl 111350.0
2023-05-17 16:39:25,sair da venda
2023-05-17 16:39:25,>>>Comprando 1.0 de WINM23 preço 110365.0 com tp 112865.0 e sl 109365.0
2023-05-17 16:40:16,Baixo
2023-05-17 16:40:26,>>>Vendendo 1.0 de WINM23 preço 110305.0 com tp 107805.0 e sl 111305.0
2023-05-17 16:41:05,sair da venda
2023-05-17 16:41:05,>>>Comprando 1.0 de WINM23 preço 110350.0 com tp 112850.0 e sl 109350.0
2023-05-17 16:41:48,Baixo
2023-05-17 16:41:58,>>>Vendendo 1.0 de WINM23 preço 110310.0 com tp 107810.0 e sl 111310.0
2023-05-17 16:42:58,sair da venda
2023-05-17 16:42:58,>>>Comprando 1.0 de WINM23 preço 110350.0 com tp 112850.0 e sl 109350.0
2023-05-17 16:44:07,Cima
2023-05-17 16:44:17,>>>Comprando 1.0 de WINM23 preço 110400.0 com tp 112900.0 e sl 109400.0
2023-05-17 17:06:43,sair da compra
2023-05-17 17:06:43,>>>Vendendo 1.0 de WINM23 preço 110475.0 com tp 107975.0 e sl 111475.0
2023-05-17 17:08:11,Cima
2023-05-17 17:08:21,>>>Comprando 1.0 de WINM23 preço 110515.0 com tp 113015.0 e sl 109515.0
2023-05-17 17:13:34,sair da compra
2023-05-17 17:13:34,>>>Vendendo 1.0 de WINM23 preço 110505.0 com tp 108005.0 e sl 111505.0
2023-05-17 17:14:31,Cima
2023-05-17 17:14:41,>>>Comprando 1.0 de WINM23 preço 110540.0 com tp 113040.0 e sl 109540.0
2023-05-17 17:14:59,sair da compra
2023-05-17 17:15:00,>>>Vendendo 1.0 de WINM23 preço 110510.0 com tp 108010.0 e sl 111510.0
2023-05-17 17:16:24,Cima
2023-05-17 17:16:34,>>>Comprando 1.0 de WINM23 preço 110530.0 com tp 113030.0 e sl 109530.0
2023-05-17 17:16:37,sair da compra
2023-05-17 17:16:37,>>>Vendendo 1.0 de WINM23 preço 110510.0 com tp 108010.0 e sl 111510.0
2023-05-17 17:16:40,Cima
2023-05-17 17:16:50,>>>Comprando 1.0 de WINM23 preço 110520.0 com tp 113020.0 e sl 109520.0
2023-05-17 17:16:53,sair da compra
2023-05-17 17:16:53,>>>Vendendo 1.0 de WINM23 preço 110515.0 com tp 108015.0 e sl 111515.0
2023-05-17 17:18:11,Cima
2023-05-17 17:18:21,>>>Comprando 1.0 de WINM23 preço 110520.0 com tp 113020.0 e sl 109520.0
2023-05-17 17:18:27,sair da compra
2023-05-17 17:18:27,>>>Vendendo 1.0 de WINM23 preço 110510.0 com tp 108010.0 e sl 111510.0
2023-05-17 17:18:30,Cima
2023-05-17 17:18:41,>>>Comprando 1.0 de WINM23 preço 110530.0 com tp 113030.0 e sl 109530.0
2023-05-17 17:19:11,sair da compra
2023-05-17 17:19:11,>>>Vendendo 1.0 de WINM23 preço 110500.0 com tp 108000.0 e sl 111500.0
2023-05-17 17:19:14,Baixo
2023-05-17 17:19:24,>>>Vendendo 1.0 de WINM23 preço 110505.0 com tp 108005.0 e sl 111505.0
2023-05-17 17:19:27,sair da venda
2023-05-17 17:19:27,>>>Comprando 1.0 de WINM23 preço 110515.0 com tp 113015.0 e sl 109515.0
2023-05-17 17:19:30,Cima
2023-05-17 17:19:40,>>>Comprando 1.0 de WINM23 preço 110525.0 com tp 113025.0 e sl 109525.0
